,city,lat,lng
3553,Mariupol,47.0962,37.5562
3554,Chernobyl,51.3894,30.0989
3555,Zhytomyr,50.2456,28.6622
3556,Horlivka,48.2996,38.0547
3557,Kramatorsk,48.7194,37.5344
3558,Lysychansk,48.9204,38.4274
3559,Melitopol,46.8378,35.3775
3560,Chernihiv,51.5049,31.3015
3561,Nizhyn,51.0541,31.8903
3562,Berdyansk,46.7568,36.7868
3563,Kovel,51.2171,24.7166
3564,Kupyansk,49.7218,37.5981
3565,Nikopol,47.5666,34.4062
3566,Rivne,50.6166,26.2528
3567,Uman,48.7543,30.2109
3568,Drohobych,49.3444,23.4994
3569,Konotop,51.2424,33.209
3570,Voznesensk,47.5504,31.3333
3571,Korosten,50.9504,28.65
3572,Kamyanets-Podilskyy,48.6843,26.5809
3573,Shostka,51.8734,33.4797
3574,Kryvyy Rih,47.9283,33.345
3575,Izmayil,45.3503,28.8374
3576,Bila Tserkva,49.7743,30.1309
3577,Brovary,50.4943,30.7809
3578,Sevastopol’,44.5883,33.5224
3579,Kremenchuk,49.0835,33.4296
3580,Kirovohrad,48.5041,32.2603
3581,Dnipro,48.48,35.0
3582,Illichivsk,46.3,30.6666
3583,Rukungiri,-0.8411,29.9419
3584,Kanungu,-0.9575,29.7897
3585,Katwe,-0.1296,29.92
3586,Kumi,1.4608,33.9361
3587,Bugiri,0.5714,33.7417
3588,Kasese,0.2325,29.9883
3589,Kibale,0.8,31.0667
3590,Kiboga,0.9161,31.7742
3591,Bushenyi,-0.5853,30.2114
3592,Hoima,1.4356,31.3436
3593,Kayunga,0.7025,32.8886
3594,Jinja,0.4404,33.1999
3595,Nakapiripirit,1.9167,34.7833
3596,Kyenjojo,0.6328,30.6214
3597,Kalangala,-0.3089,32.225
3598,Mukono,0.3533,32.7553
3599,Sembabule,-0.0772,31.4567
3600,Kamwenge,0.2111,30.4208
3601,Wakiso,0.4044,32.4594
3602,Ntungamo,-0.8794,30.2642
3603,Nakasongola,1.3089,32.4564
3604,Kabale,-1.2496,29.98
3605,Masindi,1.6744,31.715
3606,Rakai,-0.72,31.4839
3607,Isingiro,-0.8686,30.8302
3608,Masindi-Port,1.7004,32.0699
3609,Zombo,2.5135,30.9091
3610,Pallisa,1.145,33.7094
3611,Luwero,0.8492,32.4731
3612,Kotido,2.9806,34.1331
3613,Lira,2.2604,32.89
3614,Mubende,0.5904,31.37
3615,Buikwe,0.3375,33.0106
3616,Lamwo,3.5297,32.8016
3617,Agago,2.8338,33.3336
3618,Napak,2.2514,34.2501
3619,Luuka Town,0.7008,33.3002
3620,Otuke,2.5004,33.5007
3621,Alebtong,2.2447,33.2547
3622,Amuria,2.0036,33.6511
3623,Kole,2.4002,32.8003
3624,Oyam,2.235,32.385
3625,Abim,2.7017,33.6761
3626,Kaabong,3.5204,34.12
3627,Binyin,1.4167,34.5333
3628,Bulambuli,1.1667,34.3833
3629,Bududa,1.0112,34.3311
3630,Amudat,1.95,34.95
3631,Bukwa,1.2592,34.7539
3632,Kapchorwa,1.3965,34.4509
3633,Masaka,-0.3296,31.73
3634,Mbale,1.0904,34.17
3635,Mbarara,-0.5996,30.65
3636,Tororo,0.7104,34.17
3637,Sironko,1.25,34.3
3638,Rubirizi,-0.2989,30.1336
3639,Mitoma,-0.6842,30.07
3640,Ntoroko,1.0411,30.4811
3641,Kanoni,0.1772,31.8811
3642,Kibingo,-0.626,30.4359
3643,Nakaseke,0.7517,32.385
3644,Ibanda,-0.1539,30.5319
3645,Namayingo,0.2398,33.8849
3646,Kitamilo,0.2222,33.2061
3647,Kyegegwa,0.5022,31.0414
3648,Lwengo,-0.4161,31.4081
3649,Bukomansimbi,-0.1578,31.6042
3650,Kalungu,-0.1667,31.7569
3651,Kiruhura,-0.2356,30.8725
3652,Lyantonde,-0.4031,31.1572
3653,Buyende,1.1517,33.155
3654,Ngora,1.4314,33.7772
3655,Kibuku,1.0433,33.7975
3656,Buhweju,-0.3503,30.3003
3657,Bukedea,1.3169,34.0506
3658,Kampala,0.3167,32.5833
3659,Nebbi,2.4758,31.1025
3660,Bombo,0.5833,32.5333
3661,Koboko,3.4136,30.9599
3662,Arua,3.0204,30.9
3663,Maracha,3.2704,30.9553
3664,Yumbe,3.4651,31.2469
3665,Bulisa,2.1178,31.4116
3666,Kiryandongo,1.8763,32.0622
3667,Gulu,2.78,32.28
3668,Adjumani,3.3614,31.8097
3669,Moyo,3.6504,31.72
3670,Nwoya,2.6342,32.0011
3671,Amuru,2.8139,31.9387
3672,Kisoro,-1.3539,29.6983
3673,Kitgum,3.3004,32.87
3674,Pader,3.05,33.2167
3675,Katakwi,1.8911,33.9661
3676,Entebbe,0.0604,32.46
3677,Moroto,2.5403,34.64
3678,Mayuge,0.4578,33.4806
3679,Mityana,0.4004,32.05
3680,Bundibugyo,0.7085,30.0634
3681,Fort Portal,0.671,30.275
3682,Manafwa,0.9784,34.3743
3683,Namutumba,0.8363,33.6858
3684,Butaleja,0.9166,33.9563
3685,Kaliro,0.8949,33.5048
3686,Gombe,0.1818,32.1158
3687,Soroti,1.7104,33.6
3688,Amolatar,1.6378,32.8448
3689,Apac,1.9845,32.534
3690,Mpigi,0.225,32.3136
3691,Kamuli,0.9472,33.1197
3692,Iganga,0.6092,33.4686
3693,Kyankwanzi,1.1987,31.8062
3694,Busia,0.4544,34.0758
3695,Kagadi,0.9378,30.8089
3696,Mparo,-1.1647,30.0378
3697,Bupoto,0.9061,34.3578
3698,Butebo,1.1942,33.9222
3699,Kakumiro,0.7806,31.3236
3700,Kibiito,0.4772,30.1925
3701,Pakwach,2.4704,31.48
3702,Palenga,2.6131,32.3369
3703,Rubanda,-1.1883,29.8461
3704,Kasaali,-0.6167,31.55
3705,Dokolo,1.9167,33.172
3706,Serere,1.518,33.4589
3707,Kaberamaido,1.7389,33.1594
3708,Trinidad,-33.544,-56.901
3709,Paso de los Toros,-32.81,-56.51
3710,Santa Lucía,-34.47,-56.4
3711,Tranqueras,-31.2,-55.75
3712,Montevideo,-34.858,-56.1711
3713,Vergara,-32.93,-53.95
3714,José Batlle y Ordóñez,-33.47,-55.12
3715,La Paloma,-34.67,-54.17
3716,Castillos,-34.1696,-53.83
3717,Lascano,-33.6696,-54.2
3718,Punta del Este,-34.97,-54.95
3719,Aiguá,-34.2,-54.75
3720,Carmelo,-33.9896,-58.3
3721,Artigas,-30.416,-56.486
3722,Canelones,-34.538,-56.284
3723,Durazno,-33.41,-56.51
3724,Florida,-34.099,-56.215
3725,Fray Bentos,-33.139,-58.304
3726,Maldonado,-34.91,-54.96
3727,Melo,-32.3595,-54.18
3728,Mercedes,-33.2595,-58.03
3729,Minas,-34.37,-55.23
3730,Paysandú,-32.33,-58.08
3731,Rivera,-30.8996,-55.56
3732,Rocha,-34.483,-54.333
3733,Salto,-31.3903,-57.9687
3734,Tacuarembó,-31.71,-55.98
3735,Treinta y Tres,-33.23,-54.38
3736,Trinidad,-33.5169,-56.8981
3737,Bella Unión,-30.2596,-57.6
3738,Baltasar Brum,-30.73,-57.32
3739,San José de Mayo,-34.35,-56.71
3740,Colonia del Sacramento,-34.48,-57.84
3741,Urgut,39.4007,67.2607
3742,Qoqon,40.5404,70.94
3743,Iskandar,41.5507,69.6807
3744,Shahrisabz,39.0618,66.8315
3745,Olmaliq,40.8504,69.595
3746,Samarqand,39.67,66.945
3747,Fargona,40.39,71.78
3748,Chirchiq,41.455,69.56
3749,Angren,41.0304,70.1549
3750,Guliston,40.4957,68.7907
3751,Qunghirot,43.0704,58.9
3752,Tashkent,41.3117,69.2949
3753,Muynoq,43.7683,59.0214
3754,Jizzax,40.1004,67.83
3755,Bukhara,39.78,64.43
3756,Khiwa,41.3911,60.3557
3757,Nukus,42.47,59.615
3758,Kogon,39.7211,64.5458
3759,Khujayli,42.4047,59.4517
3760,Zarafshon,41.5822,64.2018
3761,Navoi,40.1104,65.355
3762,Chimboy,42.9311,59.7708
3763,Andijon,40.79,72.34
3764,Urgentch,41.56,60.64
3765,Namangan,41.0,71.67
3766,Navoiy,40.1,65.3667
3767,Qarshi,38.8704,65.8
3768,Termiz,37.2329,67.2729
3769,Denow,38.2772,67.8872
3770,Kattaqorgon,39.9007,66.2608
3771,Kingstown,13.1483,-61.2121
3772,Anaco,9.44,-64.46
3773,Machiques,10.0704,-72.5499
3774,La Esmeralda,3.1738,-65.5466
3775,Chaguaramas,9.2159,-63.7523
3776,Santa Rita,10.5318,-71.5039
3777,Puerto Cabello,10.4704,-68.17
3778,El Dorado,6.7333,-61.6333
3779,Valera,9.32,-70.62
3780,Upata,8.0204,-62.41
3781,San Carlos del Zulia,9.0104,-71.92
3782,Porlamar,10.9604,-63.85
3783,El Manteco,7.3504,-62.5333
3784,Ciudad Guayana,8.37,-62.62
3785,Carúpano,10.67,-63.23
3786,El Tigre,8.8903,-64.26
3787,Zaraza,9.3404,-65.32
3788,Valle de la Pascua,9.21,-66.02
3789,Altagracia de Orituco,9.8504,-66.38
3790,Maiquetía,10.6004,-66.97
3791,Ocumare del Tuy,10.12,-66.78
3792,Guasdualito,7.24,-70.74
3793,Caracas,10.501,-66.917
3794,Punto Fijo,11.72,-70.21
3795,Acarigua,9.5804,-69.2
3796,Puerto la Cruz,10.17,-64.68
3797,Carora,10.19,-70.08
3798,Calabozo,8.9304,-67.44
3799,Cabimas,10.43,-71.45
3800,Barcelona,10.1304,-64.72
3801,Barinas,8.6,-70.25
3802,Barquisimeto,10.05,-69.3
3803,Ciudad Bolívar,8.1,-63.6
3804,Coro,11.42,-69.68
3805,Cumaná,10.45,-64.18
3806,Guanare,9.05,-69.75
3807,La Guaira,10.6004,-66.93
3808,Los Teques,10.42,-67.02
3809,Maracaibo,10.73,-71.66
3810,Maracay,10.2469,-67.5958
3811,Maturín,9.75,-63.17
3812,Merida,8.4,-71.13
3813,San Carlos,9.658,-68.59
3814,San Cristóbal,7.77,-72.25
3815,San Felipe,10.336,-68.746
3816,San Fernando de Apure,7.9,-67.4699
3817,San Juan De Los Morros,9.901,-67.354
3818,Trujillo,9.3804,-70.44
3819,Tucupita,9.0605,-62.06
3820,Valencia,10.23,-67.98
3821,Puerto Ayacucho,5.6639,-67.6236
3822,La Asunción,11.0333,-63.8833
3823,Road Town,18.4167,-64.6167
3824,Quảng Trị,16.7504,107.2
3825,Thanh Hóa,19.82,105.8
3826,Vung Tau,10.3554,107.085
3827,Play Ku,13.9833,108.0
3828,Cam Ranh,11.902,109.2207
3829,Đông Hà,16.85,107.1333
3830,Bạc Liêu,9.2804,105.72
3831,Luan Chau,21.74,103.343
3832,Mỹ Tho,10.3504,106.35
3833,Bắc Giang,21.267,106.2
3834,Bắc Ninh,21.1861,106.0763
3835,Quảng Ngãi,15.1504,108.83
3836,Long Xuyen,10.3804,105.42
3837,Bắc Kạn,22.1333,105.8333
3838,Thái Bình,20.4503,106.333
3839,Nam Định,20.42,106.2
3840,Thành Phố Bà Rịa,10.4963,107.1684
3841,Lao Chi,22.5014,103.966
3842,Tuyên Quang,21.818,105.211
3843,Da Nang,16.06,108.25
3844,Vĩnh Yên,21.3089,105.6049
3845,Hoa Binh,20.8137,105.3383
3846,Kon Tum,14.3838,107.9833
3847,Thành Phố Phủ Lý,20.5453,105.9122
3848,Sơn Tây,21.1382,105.505
3849,Hanoi,21.0333,105.85
3850,Cao Bằng,22.664,106.268
3851,Ha Giang,22.8337,104.9833
3852,Da Lat,11.9304,108.42
3853,Haiphong,20.83,106.6801
3854,Lạng Sơn,21.846,106.757
3855,Hưng Yên,20.6464,106.0511
3856,Hong Gai,20.9604,107.1
3857,Cẩm Phả,21.0404,107.32
3858,Buon Me Thuot,12.667,108.05
3859,Sơn La,21.328,103.91
3860,Ninh Bình,20.2543,105.975
3861,Châu Đốc,10.7004,105.1167
3862,Thái Nguyên,21.6,105.83
3863,Hai Duong,20.942,106.331
3864,Tuy Hòa,13.082,109.316
3865,Vinh,18.7,105.68
3866,Yên Bái,21.705,104.875
3867,Tam Kỳ,15.5736,108.474
3868,Gia Nghĩa,12.0042,107.6907
3869,Đà Nẵng,16.0748,108.224
3870,Ho Chi Minh City,10.78,106.695
3871,Đà Lạt,11.9359,108.4429
3872,Nha Trang,12.25,109.17
3873,Cao Lãnh,10.467,105.636
3874,Đồng Hới,17.4833,106.6
3875,Vĩnh Long,10.256,105.964
3876,Truc Giang,10.235,106.375
3877,Rạch Giá,10.0154,105.0914
3878,Sóc Trăng,9.6037,105.98
3879,Can Tho,10.05,105.77
3880,Đồng Xoài,11.5349,106.8832
3881,Hon Quan,11.6504,106.6
3882,Hue,16.47,107.58
3883,Vị Thanh,9.7845,105.4701
3884,Việt Trì,21.3304,105.43
3885,Biên Hòa,10.97,106.8301
3886,Hà Tĩnh,18.3338,105.9
3887,Kon Tum,14.3545,108.0076
3888,Phan Rang,11.567,108.9833
3889,Phan Thiet,10.9337,108.1001
3890,Tan An,10.5337,106.4167
3891,Cà Mau,9.1774,105.15
3892,Tra Vinh,9.934,106.334
3893,Qui Nhon,13.78,109.18
3894,Thu Dau Mot,10.9691,106.6527
3895,Tây Ninh,11.323,106.147
3896,Lai Châu,22.3964,103.4582
3897,Điện Biên Phủ,21.3854,103.0161
3898,Port Vila,-17.7334,168.3166
3899,Isangel,-19.5417,169.2817
3900,Luganville,-15.5126,167.1766
3901,Lakatoro,-16.1056,167.4189
3902,Saratamata,-15.2869,167.9906
3903,Sola,-13.8761,167.5517
3904,Leava,-14.2933,-178.1583
3905,Mata-Utu,-13.2825,-176.1736
3906,Apia,-13.8415,-171.7386
3907,Afega,-13.7973,-171.8531
3908,Asau,-13.5196,-172.6378
3909,Leulumoega,-13.823,-171.9613
3910,Safotu,-13.4513,-172.4018
3911,Safotulafai,-13.6715,-172.1777
3912,Lufilufi,-13.8745,-171.5986
3913,Mulifanua,-13.8318,-172.036
3914,Saleaula,-13.4489,-172.3352
3915,Samamea,-13.9338,-171.5312
3916,Satupa‘itea,-13.7659,-172.3269
3917,Vailoa,-13.7555,-172.307
3918,Ordino,42.5563,1.5327
3919,La Massana,42.5434,1.5148
3920,Canillo,42.567,1.5981
3921,Andorra,42.5,1.5165
3922,Encamp,42.5361,1.5828
3923,Sant Julià de Lòria,42.4664,1.4933
3924,Les Escaldes,42.5085,1.5385
3925,Al Fujayrah,25.1234,56.3375
3926,Dubai,25.23,55.28
3927,Ras al Khaymah,25.7915,55.9428
3928,Umm al Qaywayn,25.5653,55.5533
3929,Abu Dhabi,24.4667,54.3666
3930,‘Ajmān,25.4056,55.4618
3931,Sharjah,25.3714,55.4065
3932,Al Ayn,24.2305,55.74
3933,Kabul,34.5167,69.1833
3934,Sharan,33.1757,68.7304
3935,Zaranj,31.112,61.887
3936,Lashkar Gah,31.583,64.36
3937,Kandahar,31.61,65.6949
3938,Tarin Kowt,32.6333,65.8667
3939,Herat,34.33,62.17
3940,Ghazni,33.5633,68.4178
3941,Maīdān Shahr,34.3956,68.8662
3942,Andkhvoy,36.9317,65.1015
3943,Pol-e Khomri,35.9511,68.7011
3944,Mazar-e Sharif,36.7,67.1
3945,Sar-e Pul,36.2154,65.9325
3946,Meymaneh,35.9302,64.7701
3947,Gardiz,33.6001,69.2146
3948,Asadabad,34.866,71.15
3949,Jalalabad,34.4415,70.4361
3950,Zareh Sharan,32.85,68.4167
3951,Mehtar Lam,34.65,70.1667
3952,Aybak,36.261,68.04
3953,Sheberghan,36.658,65.7383
3954,Khōst,33.3395,69.9204
3955,Farah,32.3917,62.0968
3956,Mahmud-E Eraqi,35.0167,69.3333
3957,Qala i Naw,34.983,63.1333
3958,Feyzabad,37.1298,70.5792
3959,Charikar,35.0183,69.1679
3960,Nīlī,33.7218,66.1302
3961,Bāzārak,35.3129,69.5152
3962,Kondoz,36.728,68.8725
3963,Qalat,32.1123,66.8868
3964,Taloqan,36.73,69.54
3965,Mayda Shahr,34.45,68.8
3966,Balkh,36.7501,66.8997
3967,Baghlan,36.1393,68.6993
3968,Bamian,34.8211,67.521
3969,Karokh,34.4868,62.5918
3970,Baraki Barak,33.9667,68.9667
3971,Pul-e ‘Alam,33.9953,69.0227
3972,Pārūn,35.4206,70.9226
3973,Chaghcharan,34.5167,65.25
3974,Saint John's,17.118,-61.85
3975,The Valley,18.2167,-63.05
3976,Berat,40.71,19.972
3977,Korçë,40.6167,20.7667
3978,Librazhd,41.2,20.3667
3979,Gjirokastër,40.079,20.149
3980,Pukë,42.0333,19.8833
3981,Krujë,41.519,19.797
3982,Tepelenë,40.2833,20.0333
3983,Rrëshen,41.7833,19.8167
3984,Çorovodë,40.5167,20.2333
3985,Shkodër,42.0685,19.5188
3986,Lushnjë,40.94,19.716
3987,Ersekë,40.3333,20.6833
3988,Bajram Curri,42.3333,20.0833
3989,Durrës,41.3178,19.4482
3990,Burrel,41.626,20.016
3991,Kukës,42.083,20.434
3992,Gramsh,40.8667,20.2
3993,Lezhë,41.788,19.654
3994,Sarandë,39.877,20.0
3995,Përmet,40.234,20.352
3996,Pogradec,40.9,20.664
3997,Vlorë,40.4774,19.4982
3998,Elbasan,41.1215,20.0838
3999,Peshkopi,41.6833,20.4333
4000,Fier,40.73,19.573
4001,Tirana,41.3275,19.8189
4002,Yerevan,40.1812,44.5136
4003,Gyumri,40.7894,43.8475
4004,Gavarr,40.3589,45.1267
4005,Artashat,39.9539,44.5506
4006,Yeghegnadzor,39.7611,45.3333
4007,Armavir,40.1545,44.0382
4008,Ijevan,40.8788,45.1485
4009,Hrazdan,40.4941,44.7602
4010,Vanadzor,40.8128,44.4883
4011,Ashtarak,40.3017,44.3592
4012,Kapan,39.2075,46.4058
4013,Ijevan,40.8756,45.1492
4014,Luiana,-17.3695,23.0
4015,Mavinga,-15.7895,20.36
4016,Benguela,-12.5783,13.4072
4017,Cangamba,-13.6996,19.86
4018,Cabinda,-5.5596,12.19
4019,Xangongo,-16.74,14.97
4020,Lubango,-14.9167,13.5
4021,Huambo,-12.75,15.76
4022,Chitado,-17.3196,13.92
4023,Luena,-11.79,19.9
4024,Mucusso,-18.0195,21.43
4025,Ndalatando,-9.2995,14.91
4026,Ondjiva,-17.0696,15.73
4027,Mbanza-Congo,-6.2696,14.24
4028,Nzeto,-7.2296,12.86
4029,Capenda-Camulemba,-9.4196,18.43
4030,Calulo,-9.9996,14.9
4031,Calucinga,-11.3196,16.2
4032,Lubango,-14.91,13.49
4033,Songo,-7.3496,14.85
4034,Camabatela,-8.1896,15.37
4035,Cacolo,-10.1496,19.26
4036,Ambriz,-7.855,13.125
4037,Dondo,-9.69,14.43
4038,Saurimo,-9.6596,20.39
4039,Luanda,-8.8383,13.2344
4040,Waku Kungo,-11.3595,15.12
4041,Muconda,-10.5996,21.32
4042,Quipungo,-14.8295,14.55
4043,Uíge,-7.62,15.05
4044,Quibala,-10.7296,14.98
4045,Menongue,-14.6666,17.7
4046,Sumbe,-11.21,13.85
4047,Luau,-10.7095,22.23
4048,Caxito,-8.5795,13.66
4049,Cazombo,-11.8896,22.9
4050,Malanje,-9.54,16.34
4051,Lobito,-12.37,13.5412
4052,Soyo,-6.1296,12.37
4053,Kuito,-12.38,16.94
4054,Cuito Caunavale,-15.1596,19.17
4055,Chibemba,-15.7496,14.08
4056,Chibia,-15.1896,13.69
4057,Camacupa,-12.0196,17.47
4058,Cubal,-13.0396,14.24
4059,Namibe,-15.19,12.16
4060,Tômbua,-15.8,11.86
4061,Lucapa,-8.4196,20.74
4062,Dundo,-7.38,20.83
4063,San Juan,-31.55,-68.52
4064,Los Blancos,-23.5996,-62.6
4065,General Roca,-39.02,-67.61
4066,Ushuaia,-54.79,-68.31
4067,Santa Rosa,-36.62,-64.3
4068,28 de Noviembre,-51.65,-72.3
4069,Comondante Luis Piedrabuena,-49.9745,-68.9035
4070,Río Gallegos,-51.6333,-69.2166
4071,Santa Fe,-31.6239,-60.69
4072,Paraná,-31.7333,-60.5333
4073,San Lorenzo,-28.12,-58.77
4074,Salta,-24.7834,-65.4166
4075,Darregueira,-37.6996,-63.1666
4076,Trelew,-43.25,-65.33
4077,Rawson,-43.3,-65.1
4078,La Rioja,-29.41,-66.85
4079,Villalonga,-39.8829,-62.5833
4080,Viedma,-40.8,-63.0
4081,Sunchales,-30.9329,-61.5666
4082,Río Colorado,-38.9666,-64.0833
4083,Pedro Luro,-39.4833,-62.6833
4084,San Salvador de Jujuy,-24.1833,-65.3
4085,Resistencia,-27.46,-58.99
4086,Posadas,-27.3578,-55.8851
4087,Paso Rio Mayo,-45.6834,-70.2666
4088,Venado Tuerto,-33.7496,-61.97
4089,Corrientes,-27.49,-58.81
4090,Formosa,-26.1728,-58.1828
4091,Las Lomitas,-24.6996,-60.6
4092,La Plata,-34.9096,-57.96
4093,Mar de Ajó,-36.7162,-56.6766
4094,Cutral Có,-38.94,-69.24
4095,Ingeniero Jacobacci,-41.3,-69.5833
4096,Santiago del Estero,-27.7833,-64.2667
4097,Uspallata,-32.5931,-69.346
4098,Tucumán,-26.816,-65.2166
4099,Comallo,-41.0333,-70.2666
4100,El Maitén,-42.05,-71.1666
4101,Mendoza,-32.8833,-68.8166
4102,Neuquén,-38.95,-68.06
4103,Córdoba,-31.4,-64.1823
4104,Catamarca,-28.47,-65.78
4105,Villa Rumipal,-32.1833,-64.4833
4106,San Luis,-33.3,-66.35
4107,Río Tercero,-32.1796,-64.12
4108,Malargüe,-35.4661,-69.5833
4109,Tinogasta,-28.0666,-67.5666
4110,Rinconada,-22.4329,-66.1666
4111,Abra Pampa,-22.7167,-65.7
4112,Humahuaca,-23.2,-65.3499
4113,Libertador General San Martín,-23.8195,-64.79
4114,San Pedro,-24.2196,-64.87
4115,Susques,-23.4167,-66.4833
4116,Choele Choel,-39.2666,-65.6833
4117,General Conesa,-40.1,-64.4333
4118,San Antonio Oeste,-40.7329,-64.9333
4119,Sierra Colorado,-40.5829,-67.8
4120,San Carlos de Bariloche,-41.15,-71.3
4121,Puerto Madryn,-42.77,-65.04
4122,Telsen,-42.3996,-66.95
4123,Sarmiento,-45.6,-69.0833
4124,Alto Rio Sanguer,-45.0333,-70.8333
4125,Gastre,-42.283,-69.2333
4126,Pampa del Infierno,-26.5166,-61.1666
4127,Charata,-27.2163,-61.2
4128,Presidencia Roque Saenz Pena,-26.79,-60.45
4129,Rodeo,-30.2156,-69.14
4130,Mercedes,-33.6896,-65.47
4131,Villa María,-32.41,-63.26
4132,Las Heras,-32.825,-68.8017
4133,Chilecito,-29.1655,-67.5
4134,Ingeniero Guillermo N. Juarez,-23.9,-61.85
4135,Comandante Fontana,-25.3333,-59.6833
4136,Belen,-27.6496,-67.0333
4137,Chumbicha,-28.8666,-66.2333
4138,Rio Grande,-53.7914,-67.699
4139,Puerto Deseado,-47.75,-65.9
4140,Perito Moreno,-46.6,-70.9334
4141,Puerto San Julián,-49.3,-67.7167
4142,Gobernador Gregores,-48.7666,-70.25
4143,San Martín,-33.07,-68.49
4144,La Paz,-33.4661,-67.55
4145,Tunuyán,-33.5662,-69.0167
4146,San Rafael,-34.6,-68.3333
4147,General Pico,-35.6596,-63.77
4148,25 de Mayo,-37.8,-67.6833
4149,Victorica,-36.2163,-65.45
4150,Juan José Castelli,-25.9495,-60.6166
4151,Victoria,-32.61,-60.18
4152,Eldorado,-26.2,-54.6
4153,Trancas,-26.2167,-65.2833
4154,Chepes,-31.35,-66.6
4155,Chamical,-30.3496,-66.3167
4156,San Francisco,-31.43,-62.09
4157,Concordia,-31.3896,-58.03
4158,El Calafate,-50.3333,-72.3
4159,Chos Malal,-37.383,-70.2666
4160,Las Lajas,-38.5163,-70.3666
4161,Zapala,-38.9,-70.0667
4162,Villa Carlos Paz,-31.42,-64.5
4163,Bell Ville,-32.6,-62.68
4164,Río Cuarto,-33.13,-64.35
4165,Villa Ángela,-27.5833,-60.7167
4166,Concepción del Uruguay,-32.48,-58.24
4167,Gualeguaychú,-33.02,-58.52
4168,Gualeguay,-33.15,-59.34
4169,Comodoro Rivadavia,-45.87,-67.5
4170,Esquel,-42.9,-71.3166
4171,Añatuya,-28.4661,-62.8333
4172,Dolores,-36.33,-57.69
4173,Chascomús,-35.5662,-58.0166
4174,Chivilcoy,-34.9,-60.04
4175,Lincoln,-34.88,-61.5399
4176,Goya,-29.14,-59.27
4177,Frias,-28.6496,-65.15
4178,Vera,-29.4662,-60.2166
4179,Reconquista,-29.1395,-59.65
4180,Monte Quemado,-25.7996,-62.8666
4181,Campana,-34.16,-58.96
4182,Zárate,-34.0896,-59.04
4183,Luján,-34.5796,-59.11
4184,Mercedes,-34.66,-59.44
4185,San Nicolas,-33.33,-60.24
4186,Pergamino,-33.8996,-60.57
4187,Chacabuco,-34.65,-60.49
4188,Junín,-34.5846,-60.9589
4189,San Ramón de la Nueva Orán,-23.14,-64.32
4190,Tartagal,-22.55,-63.81
4191,Joaquín V. González,-25.0833,-64.1834
4192,General Guemes,-24.6666,-65.05
4193,Cerrillos,-24.8996,-65.4833
4194,Cafayate,-26.0829,-65.9666
4195,San Antonio de los Cobres,-24.1829,-66.35
4196,Alta Gracia,-31.66,-64.43
4197,Azul,-36.7796,-59.87
4198,Lobos,-35.1849,-59.0947
4199,Veinticinco de Mayo,-35.43,-60.18
4200,Nueve de Julio,-35.446,-60.89
4201,Mercedes,-29.1796,-58.08
4202,Mar del Plata,-38.0,-57.58
4203,Balcarce,-37.8333,-58.25
4204,Juarez,-37.6655,-59.8
4205,Coronel Suárez,-37.4666,-61.9166
4206,Tandil,-37.32,-59.15
4207,Carhué,-37.1829,-62.7333
4208,Olavarría,-36.9,-60.33
4209,Rafaela,-31.25,-61.5
4210,San Justo,-30.7829,-60.5833
4211,Rosario,-32.9511,-60.6663
4212,Villa Constitución,-33.23,-60.35
4213,Bahía Blanca,-38.74,-62.265
4214,Punta Alta,-38.88,-62.08
4215,Tres Arroyos,-38.37,-60.2699
4216,Necochea,-38.56,-58.75
4217,Buenos Aires,-34.6025,-58.3975
4218,Eisenstadt,47.8333,16.5333
4219,Innsbruck,47.2804,11.41
4220,Bregenz,47.5167,9.7667
4221,Salzburg,47.8105,13.04
4222,Linz,48.3192,14.2888
4223,Wiener Neustadt,47.816,16.25
4224,Sankt Pölten,48.2,15.6333
4225,Graz,47.0778,15.41
4226,Klagenfurt,46.6203,14.31
4227,Vienna,48.2,16.3666
4228,Kingoonya,-30.8996,135.3
4229,Port Denison,-29.2828,114.9166
4230,Cairns,-16.8878,145.7633
4231,Kwinana,-32.2394,115.7702
4232,Cranbourne,-38.0996,145.2834
4233,Port Hedland,-20.3104,118.606
4234,Port Lincoln,-34.7332,135.8666
4235,Port Macquarie,-31.445,152.9187
4236,Port Pirie,-33.1911,137.99
4237,Portland,-38.34,141.59
4238,Proserpine,-20.4162,148.5835
4239,Busselton,-33.6564,115.3487
4240,Byron Bay,-28.6565,153.6129
4241,Caboolture,-27.083,152.95
4242,Cooma,-36.2396,149.12
4243,Streaky Bay,-32.8119,134.2149
4244,Sunbury,-37.5696,144.71
4245,Sydney,-33.92,151.1852
4246,Karumba,-17.4833,140.8334
4247,Esperance,-33.8573,121.8889
4248,Exmouth,-21.9311,114.1233
4249,Forbes,-33.3896,148.02
4250,Morawa,-29.2163,116.0
4251,Moree,-29.4699,149.8301
4252,Katherine,-14.4666,132.2666
4253,Katoomba,-33.7069,150.32
4254,Launceston,-41.4498,147.1302
4255,Laverton,-28.627,122.404
4256,Leeton,-34.5449,146.3973
4257,Leonara,-28.8815,121.328
4258,Seymour,-37.0342,145.1273
4259,Singleton,-32.5695,151.16
4260,Newcastle,-32.8453,151.815
4261,Norseman,-32.2,121.7666
4262,Batemans Bay,-35.6896,150.2073
4263,Bathurst,-33.4196,149.57
4264,Griffith,-34.29,146.04
4265,Whyalla,-33.025,137.5614
4266,Wilcannia,-31.5662,143.3833
